"TermID" "GeneID"
"115" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6421
"116" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6455
"117" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6456
"118" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6457
"119" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 30011
"120" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6616
"121" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6714
"122" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 8027
"123" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 10254
"124" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6804
"125" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 112755
"126" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 9900
"127" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 9899
"128" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 22987
"129" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6857
"130" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 127833
"131" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 7097
"132" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 5987
"133" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 7296
"134" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 7311
"135" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 7314
"136" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 7316
"137" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6843
"138" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 6844
"139" "REACTOME_BACTERIAL_INFECTION_PATHWAYS" 26276
"140" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 51606
"141" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 567
"142" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 11151
"143" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 1511
"144" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 80824
"145" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 2023
"146" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 2931
"147" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 9146
"148" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 3836
"149" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 3837
"150" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 4057
"151" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 5594
"152" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 5595
"153" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 4360
"154" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 4843
"155" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 5230
"156" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 5868
"157" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 7879
"158" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 57674
"159" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 6233
"160" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 6421
"161" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 7097
"162" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 5987
"163" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 7311
"164" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 7314
"165" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 7316
"166" "REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS" 26276
"167" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 84168
"168" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 118429
"169" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 801
"170" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 928
"171" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 1938
"172" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 5045
"173" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 2984
"174" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 1839
"175" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 3320
"176" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 3326
"177" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 5604
"178" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 5605
"179" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 5606
"180" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 6416
"181" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 5608
"182" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 5609
"183" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 79849
"184" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 10015
"185" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 6616
"186" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 6804
"187" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 112755
"188" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 9900
"189" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 9899
"190" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 22987
"191" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 6857
"192" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 127833
"193" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 7296
"194" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 6843
"195" "REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS" 6844
"196" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 283
"197" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 51297
"198" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 820
"199" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1511
"200" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1667
"201" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 728358
"202" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1668
"203" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1669
"204" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1670
"205" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1671
"206" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1672
"207" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1755
"208" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 1991
"209" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 2125
"210" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 2197
"211" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 2243
"212" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 2244
"213" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 8346
"214" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 8970
"215" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 85236
"216" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 54145
"217" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 8349
"218" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 8347
"219" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 8344
"220" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 8343
"221" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 8339
"222" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3105
"223" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3133
"224" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3493
"225" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3494
"226" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3497
"227" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3500
"228" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3501
"229" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3502
"230" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3503
"231" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3507
"232" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 28912
"233" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3512
"234" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 354
"235" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 25818
"236" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 5650
"237" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 3960
"238" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 4057
"239" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 4316
"240" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 374383
"241" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 64127
"242" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 5225
"243" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 5266
"244" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 5319
"245" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 8398
"246" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6036
"247" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6037
"248" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6038
"249" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6039
"250" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 84659
"251" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6170
"252" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6406
"253" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6407
"254" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6590
"255" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 11005
"256" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 10417
"257" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 6700
"258" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 7018
"259" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 140832
"260" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 280664
"261" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 259239
"262" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 128488
"263" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 164237
"264" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 10406
"265" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 140686
"266" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 149708
"267" "GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE" 259240
"268" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 613210
"269" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 51257
"270" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 406884
"271" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 219972
"272" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 4790
"273" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 64127
"274" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 115727
"275" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 6565
"276" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 7942
"277" "GOBP_ANTIBACTERIAL_INNATE_IMMUNE_RESPONSE" 7369
"278" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 1991
"279" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 2125
"280" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 354
"281" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 25818
"282" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 5650
"283" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 3960
"284" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 4316
"285" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 64127
"286" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 5225
"287" "GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION" 11005
"288" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 19
"289" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 25
"290" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 730249
"291" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 8754
"292" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 11093
"293" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 196
"294" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 57379
"295" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 10270
"296" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 207
"297" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 27063
"298" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 10865
"299" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 445
"300" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 558
"301" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 8915
"302" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 613
"303" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 654
"304" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 671
"305" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 58509
"306" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 820
"307" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 824
"308" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 114769
"309" "GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN" 440068
